"year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
2006,23," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",3.69897000433602,40.4056652596845
2008,30," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.92941892571429,138.299126920883
2004,38," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.63346845557959,102.870246933215
2004,43," Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.38021124171161,79.8549003093467
2007,58," Divorced"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.7160033436348,111.720849360989
2005,36," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.13033376849501,62.198679430261
2007,48," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.25527250510331,70.4760196469445
2005,35," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.45484486000851,86.0428011301927
2006,22," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.60205999132796,99.6894636984864
2007,50," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.73239375982297,113.567089569751
2004,58," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.61278385671974,100.764272842107
2003,20," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.11394335230684,61.1875264339915
2007,44," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.73279569828933,113.61274572643
2003,50," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.90308998699194,134.705375118879
2009,55," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.6532318153234,104.923531700709
2003,39," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2008,32," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.62321723414596,276.778413321176
2008,50," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",5,148.413159102577
2009,24," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",5,148.413159102577
2009,53," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2003,35," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.39794000867204,81.2832532842527
2003,25," Never Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.38021124171161,79.8549003093467
2006,24," Never Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,57," Separated"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5,148.413159102577
2005,43," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.17609125905568,65.1108537153447
2009,33," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.48072537898849,88.2986994723057
2005,40," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.51851393987789,91.6992261117042
2008,39," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.30102999566398,73.7757432746946
2004,32," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.25527250510331,70.4760196469445
2005,48," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.85733249643127,128.680488220624
2004,29," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2005,35," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.5910646070265,98.5993438603892
2004,41," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.89209460269048,133.232350826567
2009,52," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.90308998699194,134.705375118879
2005,50," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.51851393987789,91.6992261117042
2004,35," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",5.07913781442782,160.635498596854
2007,27," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2004,57," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.74036268949424,114.475713290347
2004,48," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.57978359661681,97.4932940453934
2009,41," Divorced"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.5854607295085,98.0483505056004
2005,59," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.65321251377534,104.921506533664
2003,55," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,54," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.89209460269048,133.232350826567
2003,34," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2009,43," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.30102999566398,73.7757432746946
2003,43," Divorced"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.65321251377534,104.921506533664
2003,62," Widowed"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.12762304959803,62.0303046060726
2006,45," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.57978359661681,97.4932940453934
2004,40," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.98227123303957,145.805163374625
2003,33," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.41497334797082,82.6796372966372
2005,45," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",5,148.413159102577
2009,21," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",3.90308998699194,49.5553381215226
2009,54," Married"," Asian"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.30102999566398,73.7757432746946
2003,43," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.30102999566398,73.7757432746946
2004,54," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.84509804001426,127.115743812184
2004,35," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.69897000433602,109.833985642199
2008,23," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.12057393120585,61.5945831752282
2006,61," Widowed"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.71349054309394,111.440469567068
2004,51," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.92941892571429,138.299126920883
2006,43," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.84509804001426,127.115743812184
2003,20," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.32221929473392,75.3556793180091
2007,51," Married"," Other"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.93449845124357,139.00340805947
2009,65," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.77815125038364,118.884359339886
2009,37," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2008,24," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.19318027356535,66.2330957333126
2003,36," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.29446622616159,73.2930820722881
2005,45," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.8750612633917,130.982177377461
2008,33," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.62321723414596,276.778413321176
2009,36," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.46487687145819,86.9103277389946
2004,32," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2009,45," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2003,51," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.65321251377534,104.921506533664
2005,33," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.91907809237607,136.876367635184
2003,47," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.43136376415899,84.0459576539924
2003,37," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.27875360095283,196.125272594255
2008,41," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.79934054945358,121.430313822622
2005,23," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.56848333727166,96.3977959023552
2009,57," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.85733249643127,128.680488220624
2006,61," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2007,47," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.44715803134222,85.3839403789827
2003,29," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2005,37," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2005,57," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",5,148.413159102577
2004,39," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," No",4.39794000867204,81.2832532842527
2007,59," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.98227123303957,145.805163374625
2007,31," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.00432137378264,149.055895589404
2009,26," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.57978359661681,97.4932940453934
2009,51," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77085201164214,118.019753340006
2006,38," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.60205999132796,99.6894636984864
2006,51," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",4.77815125038364,118.884359339886
2004,50," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.38021124171161,79.8549003093467
2005,32," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2007,38," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.07918124604763,160.642475408263
2005,49," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.17609125905568,176.989650489877
2005,40," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.30102999566398,73.7757432746946
2007,60," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",5.04139268515823,154.68529299563
2007,30," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.6232492903979,101.82435207568
2003,41," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2009,32," Never Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.74036268949424,114.475713290347
2009,26," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.66275783168157,105.927810775063
2004,41," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.39794000867204,81.2832532842527
2008,53," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.90308998699194,134.705375118879
2005,35," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.57978359661681,97.4932940453934
2008,50," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2004,43," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.14612803567824,171.765132627508
2003,50," Separated"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.2169572073611,67.8267871319966
2009,19," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.30102999566398,73.7757432746946
2004,42," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.51851393987789,91.6992261117042
2007,53," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.20411998265593,66.9616443217359
2004,22," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," No",4.55630250076729,95.2307125669819
2003,49," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.5910646070265,98.5993438603892
2005,33," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,31," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.39794000867204,81.2832532842527
2004,43," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.50514997831991,90.4819133566401
2009,57," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",4.69897000433602,109.833985642199
2005,40," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2003,48," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.43710021942166,84.5294690248517
2004,46," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.6232492903979,101.82435207568
2009,58," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.65321251377534,104.921506533664
2003,50," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.65321251377534,104.921506533664
2005,38," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2004,33," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.61909333062674,101.402052302992
2007,52," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.00432137378264,149.055895589404
2004,48," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.30102999566398,73.7757432746946
2006,53," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",5.07918124604763,160.642475408263
2008,37," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2007,43," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.78252278729839,119.405204322401
2008,54," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.68124123737559,107.903923866876
2004,41," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.04257551244019,154.868367231559
2005,57," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.32221929473392,75.3556793180091
2007,54," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77524625974024,118.539502533774
2009,25," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.34242268082221,76.8936025176112
2003,35," Separated"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.13033376849501,62.198679430261
2008,29," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.20411998265593,182.020620963512
2009,36," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.59061783348625,267.901086855275
2005,43," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.95424250943933,141.77517233318
2007,41," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.23044892137827,186.876677628007
2003,52," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.27875360095283,72.1504556815713
2005,48," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",3.90308998699194,49.5553381215226
2003,51," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.39794000867204,81.2832532842527
2004,55," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2004,37," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",4.57978359661681,97.4932940453934
2007,48," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.7160033436348,111.720849360989
2003,42," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.6232492903979,101.82435207568
2007,43," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.84509804001426,127.115743812184
2006,32," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.47712125471966,87.9810327856054
2006,33," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.43136376415899,84.0459576539924
2003,48," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.36172783601759,78.3924668009837
2009,20," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",3.83657727484065,46.3665027412862
2005,43," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.88930170250631,132.860765311572
2003,58," Divorced"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.12057393120585,61.5945831752282
2004,38," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2008,23," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.19312459835446,66.2294082943902
2009,54," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.69019608002851,108.874525834712
2007,66," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.60205999132796,99.6894636984864
2009,47," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.02938377768521,152.838800991182
2003,35," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",4.34242268082221,76.8936025176112
2008,39," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.96378782734556,143.134940811134
2005,35," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.82994669594164,125.20428658029
2006,40," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.32559775286002,75.610695863947
2006,41," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2004,40," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.17609125905568,176.989650489877
2006,50," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.07918124604763,59.0970640815891
2004,35," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2009,43," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.55630250076729,95.2307125669819
2005,26," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.65321251377534,104.921506533664
2009,23," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",3.90308998699194,49.5553381215226
2003,61," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",4.8750612633917,130.982177377461
2004,24," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",3.77815125038364,43.7351116779821
2006,66," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2006,50," Widowed"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,22," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.31806333496276,75.0431540173515
2004,62," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.51851393987789,91.6992261117042
2003,55," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.66275783168157,105.927810775063
2004,41," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.30102999566398,73.7757432746946
2005,54," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.13672056715641,170.156834417801
2009,29," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.92941892571429,138.299126920883
2004,39," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.6232492903979,101.82435207568
2006,71," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",4.47712125471966,87.9810327856054
2003,22," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.36172783601759,78.3924668009837
2007,48," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.81291335664286,123.089699847943
2009,35," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.75587485567249,116.265324062503
2003,46," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.50514997831991,90.4819133566401
2003,51," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.69897000433602,109.833985642199
2005,55," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.65321251377534,104.921506533664
2005,36," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2008,57," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.54406804435028,94.0727147457005
2005,21," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.95424250943933,141.77517233318
2006,60," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.85733249643127,128.680488220624
2006,41," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.30102999566398,73.7757432746946
2004,56," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.93701610746481,139.353811767493
2005,32," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2003,32," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.30102999566398,73.7757432746946
2006,36," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.68124123737559,107.903923866876
2006,28," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.16731733474818,64.5420748732979
2009,60," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," No",4.92941892571429,138.299126920883
2003,41," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.49136169383427,89.2428846644714
2006,55," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.60205999132796,99.6894636984864
2003,36," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2006,46," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.50514997831991,90.4819133566401
2008,62," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.49415459401844,89.4924795180001
2006,44," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.63245729218472,102.766280877288
2006,36," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2004,41," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2006,22," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2008,51," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.86740855652279,129.983634818897
2008,57," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.70757017609794,110.782650276254
2005,55," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.74036268949424,114.475713290347
2003,36," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2008,43," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.62321723414596,276.778413321176
2003,38," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",3.17609125905568,23.9529444789965
2006,27," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.64345267648619,103.90247060316
2007,32," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2009,44," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.27230584440209,71.6867436659172
2008,56," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.62321723414596,276.778413321176
2007,38," Married"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.95424250943933,141.77517233318
2003,36," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.60205999132796,99.6894636984864
2005,28," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69019608002851,108.874525834712
2005,39," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.38021124171161,79.8549003093467
2008,42," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.36925297501043,78.9846061809321
2009,51," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.41497334797082,82.6796372966372
2004,55," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.49415459401844,89.4924795180001
2007,39," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2003,42," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.69780453269401,109.706051812711
2006,33," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.76342799356294,117.146816914805
2008,23," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.30102999566398,73.7757432746946
2003,40," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2003,40," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.39269695325967,80.8581959564691
2009,51," Married"," Asian"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.68124123737559,107.903923866876
2007,76," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.34242268082221,76.8936025176112
